# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_56	cds	9962	10954	+	LDJNFA_07135		GMP reductase	SO:0001217, UniRef:UniRef50_O05269
contig_57	ncRNA-region	72	316	+			T-box leader	RFAM:RF00230, SO:0000140
contig_57	cds	380	2014	+	LDJNFA_07140		Peptide/nickel transport system substrate-binding protein	SO:0001217, UniRef:UniRef50_N2AGD1
contig_57	cds	2159	3022	+	LDJNFA_07145	slpA	SlpA domain-containing protein	SO:0001217, UniRef:UniRef50_I7LDG6
contig_57	cds	3196	4791	-	LDJNFA_07150		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A0D5MFM7
contig_57	cds	5096	6460	+	LDJNFA_07155		FAD-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A558LZN4
contig_57	cds	6786	9179	+	LDJNFA_07160		Phosphoenolpyruvate synthase	SO:0001217, UniRef:UniRef50_A0A6B8XT07
contig_57	cds	9302	10030	-	LDJNFA_07165		hypothetical protein	PFAM:PF00188.29, PFAM:PF03217.17
contig_58	cds	287	1507	+	LDJNFA_07170		hypothetical protein	
contig_58	cds	1780	2484	+	LDJNFA_07175		hypothetical protein	
contig_58	cds	2625	4238	+	LDJNFA_07180		Oligosaccharide flippase family protein	SO:0001217, UniRef:UniRef50_A0A3Q8SQC2
contig_58	cds	4315	4590	+	LDJNFA_07185		hypothetical protein	
contig_58	cds	5167	6003	+	LDJNFA_07190		hypothetical protein	
contig_58	cds	6096	7061	+	LDJNFA_07195		YSIRK-signal domain-containing protein	SO:0001217, UniRef:UniRef50_I7LDM1
contig_58	cds	7051	9348	+	LDJNFA_07200		hypothetical protein	PFAM:PF00746.24, PFAM:PF17966.4
contig_59	cds	630	755	+	LDJNFA_07205		hypothetical protein	
contig_59	cds	736	1038	-	LDJNFA_07210		hypothetical protein	
contig_59	cds	1664	2794	+	LDJNFA_07215		Lipoprotein	SO:0001217, UniRef:UniRef50_Q1G847
contig_59	cds	2925	3077	+	LDJNFA_07220	dltX	Teichoic acid D-Ala incorporation-associated protein DltX	SO:0001217, UniRef:UniRef50_N2AGF0
contig_59	cds	3094	4605	+	LDJNFA_07225		D-alanine--D-alanyl carrier protein ligase	SO:0001217, UniRef:UniRef50_C8PAW7
contig_59	cds	4605	5849	+	LDJNFA_07230		Teichoic acid D-alanyltransferase	SO:0001217, UniRef:UniRef50_P35855
contig_59	cds	5883	6122	+	LDJNFA_07235		D-alanyl carrier protein	SO:0001217, UniRef:UniRef50_J9W2I4
contig_59	cds	6115	7404	+	LDJNFA_07240	dltD	Protein DltD	SO:0001217, UniRef:UniRef50_G2SS06
contig_59	cds	7404	8348	+	LDJNFA_07245		Beta-lactamase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0F4LR79
contig_59	cds	8409	9245	-	LDJNFA_07250		hypothetical protein	
contig_60	tRNA	82	155	+	LDJNFA_07255	trnR	tRNA-Arg(acg)	SO:0001036
contig_60	tRNA	158	231	+	LDJNFA_07260	trnP	tRNA-Pro(tgg)	SO:0000268
contig_60	ncRNA-region	322	559	+			T-box leader	RFAM:RF00230, SO:0000140
contig_60	cds	620	1630	+	LDJNFA_07265		Aspartate--ammonia ligase	SO:0001217, UniRef:UniRef50_Q03PZ8
contig_60	cds	1695	2423	-	LDJNFA_07270		Class I glutamine amidotransferase	SO:0001217, UniRef:UniRef50_F0HWA8
contig_60	cds	2492	3865	-	LDJNFA_07275		AA-permease domain-containing protein	SO:0001217, UniRef:UniRef50_F4ACZ4
contig_60	cds	4007	6052	-	LDJNFA_07280	clpE	ATP-dependent Clp protease ATP-binding subunit ClpE	SO:0001217, UniRef:UniRef50_A0A6S4NGU7
contig_60	cds	6326	7243	-	LDJNFA_07285		Alpha/beta hydrolase	SO:0001217, UniRef:UniRef50_C2ERI2
contig_60	cds	7218	8528	-	LDJNFA_07290		PTS system, lactose/cellobiose family IIC component	SO:0001217, UniRef:UniRef50_D4YU33
contig_60	cds	8600	8836	+	LDJNFA_07295		hypothetical protein	
contig_61	cds	74	787	-	LDJNFA_07300		Putative carboxymuconolactone decarboxylase	SO:0001217, UniRef:UniRef50_Q5FLS3
contig_61	cds	924	3542	-	LDJNFA_07305		Aldehyde-alcohol dehydrogenase	SO:0001217, UniRef:UniRef50_A0A098QZH2
contig_61	cds	3857	5239	+	LDJNFA_07310		AA-permease domain-containing protein	SO:0001217, UniRef:UniRef50_K0NYI1
contig_61	cds	5274	5783	-	LDJNFA_07315		Maltose O-acetyltransferase	SO:0001217, UniRef:UniRef50_A0A240BSI6
contig_61	cds	5899	6783	+	LDJNFA_07320		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_N2AKC5
contig_61	cds	6835	7197	-	LDJNFA_07325		DUF956 domain-containing protein	SO:0001217, UniRef:UniRef50_Q1WVK7
contig_61	cds	7204	8124	-	LDJNFA_07330		PTS mannose transporter subunit IID	SO:0001217, UniRef:UniRef50_A0A4R5NAS7
contig_61	cds	8152	8415	-	LDJNFA_07335		hypothetical protein	
contig_62	cds	3	290	-	LDJNFA_07340		hypothetical protein	
contig_62	cds	513	2282	-	LDJNFA_07345		SBP-bac-5 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4R5N2Y0
contig_62	cds	2535	3455	-	LDJNFA_07350		Peptide ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A1V0JCM4
contig_62	cds	3471	4430	-	LDJNFA_07355		ABC-type dipeptide oligopeptide nickel transport system, permease component	SO:0001217, UniRef:UniRef50_A0A0R2L452
contig_62	cds	4433	5413	-	LDJNFA_07360	oppF	Oligopeptide transport ATP-binding protein OppF	SO:0001217, UniRef:UniRef50_P0A2V4
contig_62	cds	5417	6433	-	LDJNFA_07365	oppD	Oligopeptide transport ATP-binding protein OppD	SO:0001217, UniRef:UniRef50_Q07733
contig_62	cds	6557	6799	-	LDJNFA_07370		Acyl carrier protein	SO:0001217, UniRef:UniRef50_Q5FJI8
contig_62	cds	6819	7817	-	LDJNFA_07375		Phosphate acyltransferase	SO:0001217, UniRef:UniRef50_N1ZQB7
contig_62	cds	7835	9874	-	LDJNFA_07380	recG	ATP-dependent DNA helicase RecG	SO:0001217, UniRef:UniRef50_A0A1I1S2D2
contig_62	cds	9880	11544	-	LDJNFA_07385		hypothetical protein	PFAM:PF13684.9
contig_62	cds	11565	11927	-	LDJNFA_07390		Alkaline-shock protein	SO:0001217, UniRef:UniRef50_A0A2U3MPS8
contig_62	cds	12094	12279	+	LDJNFA_07395		50S ribosomal protein L28	SO:0001217, UniRef:UniRef50_P37807
contig_62	cds	12415	13113	-	LDJNFA_07400		hypothetical protein	PFAM:PF04263.19, PFAM:PF04265.17
contig_62	cds	13110	13769	-	LDJNFA_07405		Ribulose-phosphate 3-epimerase	SO:0001217, UniRef:UniRef50_A0A556UCU8
contig_62	cds	13783	14679	-	LDJNFA_07410	rsgA	Small ribosomal subunit biogenesis GTPase RsgA	SO:0001217, UniRef:UniRef50_Q044G6
contig_62	cds	14679	16658	-	LDJNFA_07415		non-specific serine/threonine protein kinase	SO:0001217, UniRef:UniRef50_A0A0D5MIF6
contig_62	cds	16659	17405	-	LDJNFA_07420		Serine/threonine protein phosphatase	SO:0001217, UniRef:UniRef50_Q1G9I3
contig_62	cds	17406	18737	-	LDJNFA_07425		16S rRNA (cytosine(967)-C(5))-methyltransferase	SO:0001217, UniRef:UniRef50_Q5FJH6
contig_62	cds	18727	19668	-	LDJNFA_07430		Methionyl-tRNA formyltransferase	SO:0001217, UniRef:UniRef50_C8PDH9
contig_62	cds	19679	22069	-	LDJNFA_07435		Primosomal protein N'	SO:0001217, UniRef:UniRef50_C8PDI0
contig_62	cds	22153	22353	-	LDJNFA_07440		hypothetical protein	
contig_62	cds	22357	22971	-	LDJNFA_07445		Guanylate kinase	SO:0001217, UniRef:UniRef50_A0A1G6L8Y8
contig_62	cds	23062	24738	-	LDJNFA_07450	recN	DNA repair protein RecN	SO:0001217, UniRef:UniRef50_A0A7D9N5U3
contig_62	cds	24747	25559	-	LDJNFA_07455	tlyA	16S/23S rRNA (Cytidine-2'-O)-methyltransferase TlyA	SO:0001217, UniRef:UniRef50_A0A137PM40
contig_62	cds	25559	26428	-	LDJNFA_07460		Polyprenyl synthetase	SO:0001217, UniRef:UniRef50_E1NPS1
contig_62	cds	26430	26672	-	LDJNFA_07465		Exodeoxyribonuclease 7 small subunit	SO:0001217, UniRef:UniRef50_A0A1I1S3M4
contig_62	cds	26674	28020	-	LDJNFA_07470		Exodeoxyribonuclease 7 large subunit	SO:0001217, UniRef:UniRef50_Q5FJG6
contig_62	cds	28007	28861	-	LDJNFA_07475	folD	Bifunctional protein FolD	SO:0001217, UniRef:UniRef50_Q8RDM4
contig_62	cds	28917	29321	-	LDJNFA_07480	nusB	Transcription antitermination protein NusB	SO:0001217, UniRef:UniRef50_I7KHA0
contig_62	cds	29318	29749	-	LDJNFA_07485		Alkaline shock protein	SO:0001217, UniRef:UniRef50_C2EMC2
contig_62	cds	29770	30339	-	LDJNFA_07490		Elongation factor P 2	SO:0001217, UniRef:UniRef50_Q5FJG2
contig_62	cds	30393	31502	-	LDJNFA_07495		Creatinase	SO:0001217, UniRef:UniRef50_D4YSA2
contig_62	cds	31619	31909	-	LDJNFA_07500		50S ribosomal protein L27	SO:0001217, UniRef:UniRef50_Q39QR5
contig_62	cds	31928	32239	-	LDJNFA_07505		50S ribosomal protein L21	SO:0001217, UniRef:UniRef50_A0Q1T8
contig_62	ncRNA-region	32255	32334	-			Ribosomal protein L21 leader	RFAM:RF00559, SO:0000140
contig_62	cds	32409	33728	-	LDJNFA_07510		DUF2325 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1YGC1
contig_62	cds	33756	34448	-	LDJNFA_07515		ECF transporter S component	SO:0001217, UniRef:UniRef50_N1ZP68
contig_62	tRNA	34474	34547	-	LDJNFA_07520	trnR	tRNA-Arg(tct)	SO:0001036
contig_62	cds	34747	35103	+	LDJNFA_07525		Transcriptional regulator, Spx/MgsR family	SO:0001217, UniRef:UniRef50_D4YSB2
contig_62	cds	35116	37497	+	LDJNFA_07530		Xaa-Pro dipeptidyl-peptidase	SO:0001217, UniRef:UniRef50_Q59485
contig_62	cds	37543	37941	-	LDJNFA_07535	osmC	OsmC family peroxiredoxin	SO:0001217, UniRef:UniRef50_Q5FJ71
contig_62	cds	37951	39219	-	LDJNFA_07540		hypothetical protein	PFAM:PF00512.28, PFAM:PF02518.29, PFAM:PF14501.9
contig_62	cds	39234	39899	-	LDJNFA_07545		Stage 0 sporulation A-like protein	SO:0001217, UniRef:UniRef50_A0A3C0QT18
contig_62	cds	39901	40512	-	LDJNFA_07550	ywaC	GTP pyrophosphokinase ywaC	SO:0001217, UniRef:UniRef50_A0A239TWQ6
contig_62	cds	40602	41774	-	LDJNFA_07555		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_N1ZNT2
contig_62	cds	41886	42347	-	LDJNFA_07560		DUF5610 domain-containing protein	SO:0001217, UniRef:UniRef50_F2LZV0
contig_62	cds	42469	43806	-	LDJNFA_07565		Glutamine synthetase	SO:0001217, UniRef:UniRef50_P45627
contig_62	cds	43963	45210	-	LDJNFA_07570		Cystathionine gamma-lyase	SO:0001217, UniRef:UniRef50_A0A1Y0WK58
contig_62	cds	45203	46123	-	LDJNFA_07575		tRNA dimethylallyltransferase	SO:0001217, UniRef:UniRef50_Q5FJ02
contig_62	cds	46193	46594	-	LDJNFA_07580		Rhodanese-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A137PK96
contig_62	cds	46651	46866	-	LDJNFA_07585		DUF910 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1JZH0
contig_62	cds	46866	47558	-	LDJNFA_07590		Rhomboid domain-containing protein	SO:0001217, UniRef:UniRef50_N1ZTK9
contig_62	cds	47573	48136	-	LDJNFA_07595		hypothetical protein	
contig_62	cds	48190	48339	-	LDJNFA_07600		50S ribosomal protein L33 1	SO:0001217, UniRef:UniRef50_Q490D8
contig_62	cds	48411	50480	-	LDJNFA_07605		Penicillin-binding protein 2B	SO:0001217, UniRef:UniRef50_F0HU57
contig_62	cds	50550	53144	+	LDJNFA_07610		hypothetical protein	
contig_62	cds	53209	54132	+	LDJNFA_07615		N-acetylglucosamine kinase	SO:0001217, UniRef:UniRef50_A0A1B3PTQ3
contig_62	cds	54206	54682	-	LDJNFA_07620	greA	Transcription elongation factor GreA	SO:0001217, UniRef:UniRef50_P80240
contig_62	cds	54758	57172	-	LDJNFA_07625		Phenylalanine--tRNA ligase beta subunit	SO:0001217, UniRef:UniRef50_Q5FIY7
contig_62	cds	57172	58221	-	LDJNFA_07630		Phenylalanine--tRNA ligase alpha subunit	SO:0001217, UniRef:UniRef50_Q9A0I1
contig_62	ncRNA-region	58258	58463	-			T-box leader	RFAM:RF00230, SO:0000140
contig_62	cds	58506	58856	-	LDJNFA_07635		HTH hxlR-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q74IE0
contig_62	cds	58933	59700	-	LDJNFA_07640		rRNA methylase	SO:0001217, UniRef:UniRef50_A0A0F4LTE5
contig_62	cds	59793	60119	+	LDJNFA_07645		acylphosphatase	SO:0001217, UniRef:UniRef50_Q5FIY3
contig_62	cds	60150	61115	+	LDJNFA_07650		Membrane protein insertase MisCB	SO:0001217, UniRef:UniRef50_A0A3Q8SVJ6
contig_62	cds	61163	62728	-	LDJNFA_07655	arlS	Signal transduction histidine-protein kinase ArlS	SO:0001217, UniRef:UniRef50_A0A1X9TT15
contig_62	cds	62715	63431	-	LDJNFA_07660		Stage 0 sporulation A-like protein	SO:0001217, UniRef:UniRef50_A0A1C6JBW2
contig_62	cds	63560	64123	-	LDJNFA_07665		DUF177 domain-containing protein	SO:0001217, UniRef:UniRef50_F4AGN1
contig_62	cds	64126	65277	-	LDJNFA_07670		tRNA(Met) cytidine acetate ligase	SO:0001217, UniRef:UniRef50_Q5FIX8
contig_62	cds	65283	65630	-	LDJNFA_07675	rsfS	Ribosomal silencing factor RsfS	SO:0001217, UniRef:UniRef50_Q5FIX7
contig_62	cds	65643	66236	-	LDJNFA_07680		bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	SO:0001217, UniRef:UniRef50_A0A1V3Y299
contig_62	cds	66229	66867	-	LDJNFA_07685		putative nicotinate-nucleotide adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A0R1PHN6
contig_62	cds	66881	67990	-	LDJNFA_07690	rsgA	Ribosome biogenesis GTPase RsgA	SO:0001217, UniRef:UniRef50_A0A3Q8SRX3
contig_62	cds	67983	68507	-	LDJNFA_07695		HAD phosphatase, family IIIA	SO:0001217, UniRef:UniRef50_C2EL01
contig_62	cds	69077	69589	+	LDJNFA_07700		hypothetical protein	PFAM:PF00962.25
contig_62	cds	69706	70062	-	LDJNFA_07705		50S ribosomal protein L20	SO:0001217, UniRef:UniRef50_P55873
contig_62	cds	70098	70298	-	LDJNFA_07710		hypothetical protein	
contig_62	cds	70318	70839	-	LDJNFA_07715		Translation initiation factor IF-3	SO:0001217, UniRef:UniRef50_I7LR68
contig_62	ncRNA-region	70877	70990	-			Ribosomal protein L20 leader	RFAM:RF00558, SO:0000140
contig_62	cds	71049	71360	-	LDJNFA_07720		UPF0145 protein	SO:0001217, UniRef:UniRef50_Q47776
contig_62	cds	71514	73445	-	LDJNFA_07725		Threonine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q97PI4
contig_63	cds	307	2055	+	LDJNFA_07730		hypothetical protein	PFAM:PF03217.17
contig_63	cds	2380	2637	+	LDJNFA_07735		hypothetical protein	
contig_63	cds	2781	3758	+	LDJNFA_07740		Dehydrogenase-like protein	SO:0001217, UniRef:UniRef50_A0A0E2UDS0
contig_63	cds	3768	4223	+	LDJNFA_07745		VOC domain-containing protein	SO:0001217, UniRef:UniRef50_F2LZP4
contig_63	cds	4215	5000	-	LDJNFA_07750	rpiR	RpiR family regulatory protein	SO:0001217, UniRef:UniRef50_F2LZP5
contig_63	cds	5098	6177	-	LDJNFA_07755		Oxidoreductase, NAD-binding domain protein	SO:0001217, UniRef:UniRef50_E7FSI5
contig_63	cds	6293	7462	+	LDJNFA_07760		Aminotransferase	SO:0001217, UniRef:UniRef50_D5H1R6
contig_63	cds	7472	7630	-	LDJNFA_07765		hypothetical protein	
contig_63	cds	7630	7980	-	LDJNFA_07770		Protein-disulfide isomerase	SO:0001217, UniRef:UniRef50_W5XP25
contig_63	cds	7937	8236	-	LDJNFA_07775		hypothetical protein	PFAM:PF01323.23
contig_64	cds	262	6855	+	LDJNFA_07780		hypothetical protein	PFAM:PF17965.4, PFAM:PF17966.4
contig_64	cds	7045	7896	+	LDJNFA_07785		Beta-glucoside kinase	SO:0001217, UniRef:UniRef50_A0A3S8SDW0
contig_65	cds	214	681	+	LDJNFA_07790		hypothetical protein	PFAM:PF03217.17
contig_65	cds	806	1666	+	LDJNFA_07795		Phosphoesterase	SO:0001217, UniRef:UniRef50_D5H1P8
contig_65	cds	1710	2486	+	LDJNFA_07800		hypothetical protein	PFAM:PF00294.27
contig_65	cds	2483	3037	+	LDJNFA_07805		ECF transporter S component	SO:0001217, UniRef:UniRef50_G8PAV7
contig_65	cds	3060	3626	+	LDJNFA_07810		ATP-binding protein	SO:0001217, UniRef:UniRef50_D5GXQ9
contig_65	cds	3670	4878	-	LDJNFA_07815		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2I8AMK0
contig_65	cds	5090	5509	+	LDJNFA_07820		hypothetical protein	
contig_65	cds	5527	5763	+	LDJNFA_07825		hypothetical protein	
contig_65	cds	5765	6679	+	LDJNFA_07830		DUF979 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7Z2SJE5
contig_65	cds	6695	7342	+	LDJNFA_07835		Pyrrolidone-carboxylate peptidase	SO:0001217, UniRef:UniRef50_F0K2M4
contig_66	cds	49	225	-	LDJNFA_07840		hypothetical protein	
contig_66	cds	444	860	+	LDJNFA_07845		hypothetical protein	
contig_66	cds	954	2387	-	LDJNFA_07850		6-phosphogluconate dehydrogenase, decarboxylating	SO:0001217, UniRef:UniRef50_P00350
contig_66	cds	2534	3130	+	LDJNFA_07855		hypothetical protein	PFAM:PF13460.9
contig_66	cds	3261	3686	+	LDJNFA_07860		hypothetical protein	
contig_66	cds	3700	4053	+	LDJNFA_07865		hypothetical protein	
contig_66	cds	4110	5216	-	LDJNFA_07870		Xaa-Pro dipeptidase	SO:0001217, UniRef:UniRef50_Q9S6S1
contig_66	cds	5370	6368	+	LDJNFA_07875	pepR1	HTH-type transcriptional regulator pepR1	SO:0001217, UniRef:UniRef50_Q48544
contig_66	cds	6427	7323	+	LDJNFA_07880		UTP--glucose-1-phosphate uridylyltransferase 1	SO:0001217, UniRef:UniRef50_Q5XE04
contig_67	cds	72	626	+	LDJNFA_07885		hypothetical protein	
contig_67	cds	695	3466	-	LDJNFA_07890		hypothetical protein	PFAM:PF03217.17, PFAM:PF03382.17, PFAM:PF04650.20, PFAM:PF17966.4
contig_67	cds	3575	4378	-	LDJNFA_07895		DUF4931 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D5MK59
contig_67	cds	4393	5358	+	LDJNFA_07900		hypothetical protein	
contig_67	cds	5439	5687	+	LDJNFA_07905		hypothetical protein	
contig_67	cds	6037	6483	+	LDJNFA_07910		hypothetical protein	
contig_68	cds	9	323	+	LDJNFA_07915		hypothetical protein	PFAM:PF01979.23
contig_68	cds	355	831	-	LDJNFA_07920		Nucleoside deoxyribosyltransferase	SO:0001217, UniRef:UniRef50_Q9R5V5
contig_68	cds	926	1726	-	LDJNFA_07925		Protein-tyrosine-phosphatase	SO:0001217, UniRef:UniRef50_A0A0D5MGJ8
contig_68	cds	1871	2353	+	LDJNFA_07930		Universal stress protein	SO:0001217, UniRef:UniRef50_C8P5H5
contig_68	cds	2699	3634	+	LDJNFA_07935		PBPb domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1YHB4
contig_68	cds	3659	4441	+	LDJNFA_07940		Phosphonate ABC transporter, ATP-binding protein	SO:0001217, UniRef:UniRef50_E6LI48
contig_68	cds	4434	5234	+	LDJNFA_07945		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4V3A2X6
contig_68	cds	5234	6046	+	LDJNFA_07950		Phosphonate ABC transporter, permease protein	SO:0001217, UniRef:UniRef50_Q1GC06
contig_69	cds	717	1403	+	LDJNFA_07955		hypothetical protein	PFAM:PF04650.20
contig_70	cds	31	408	+	LDJNFA_07960		hypothetical protein	PFAM:PF03217.17
contig_70	cds	799	2016	-	LDJNFA_07965		Transposase	SO:0001217, UniRef:UniRef50_C0XIQ6
contig_70	gap	2359	2359	.				
contig_70	cds	2380	2847	-	LDJNFA_07970		GCN5-related N-acetyltransferase	SO:0001217, UniRef:UniRef50_B3XP50
contig_70	cds	2844	3020	-	LDJNFA_07975		hypothetical protein	
contig_70	cds	3312	3713	-	LDJNFA_07980		Arsenate reductase (Thioredoxin)	SO:0001217, UniRef:UniRef50_C5R9U2
contig_70	cds	3816	4724	-	LDJNFA_07985		Protease HtpX-like protein	SO:0001217, UniRef:UniRef50_Q1GA04
contig_70	cds	4810	4959	-	LDJNFA_07990		hypothetical protein	
contig_71	cds	336	542	+	LDJNFA_07995		Holin	SO:0001217, UniRef:UniRef50_I7JYU7
contig_71	cds	991	2037	+	LDJNFA_08000		hypothetical protein	
contig_71	cds	2177	3541	+	LDJNFA_08005		FAD-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A558LZN4
contig_71	cds	3564	4031	+	LDJNFA_08010		DNA-binding ferritin-like protein	SO:0001217, UniRef:UniRef50_A0A091BWQ5
contig_71	cds	4308	5060	-	LDJNFA_08015		hypothetical protein	
contig_72	cds	33	311	-	LDJNFA_08020		hypothetical protein	
contig_72	cds	330	749	+	LDJNFA_08025		DDE endonuclease	SO:0001217, UniRef:UniRef50_C2EL78
contig_72	cds	1243	2109	+	LDJNFA_08030		hypothetical protein	PFAM:PF03217.17
contig_72	cds	2272	2463	+	LDJNFA_08035		hypothetical protein	
contig_72	cds	2510	3091	-	LDJNFA_08040		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A0R2M2W0
contig_72	cds	3157	3363	-	LDJNFA_08045		hypothetical protein	
contig_72	cds	3433	4017	-	LDJNFA_08050		hypothetical protein	
contig_73	tRNA	229	301	-	LDJNFA_08055	trnT	tRNA-Thr(agt)	SO:0000270
contig_73	cds	493	1188	+	LDJNFA_08060		Methyltransferase	SO:0001217, UniRef:UniRef50_A0A0F4LYP6
contig_73	cds	1287	2477	+	LDJNFA_08065		DUF2974 domain-containing protein	SO:0001217, UniRef:UniRef50_C2ENU7
contig_73	cds	2526	2942	-	LDJNFA_08070		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0R1W125
contig_73	cds	2992	3846	-	LDJNFA_08075		NAD(P)H dehydrogenase (Quinone)	SO:0001217, UniRef:UniRef50_A0A1Y0VWB5
contig_73	cds	3969	4847	-	LDJNFA_08080		Fructokinase	SO:0001217, UniRef:UniRef50_A0A1B3PUH0
contig_73	cds	5051	6130	+	LDJNFA_08085		hypothetical protein	PFAM:PF00383.26
contig_73	cds	6224	7609	-	LDJNFA_08090		Replicative DNA helicase	SO:0001217, UniRef:UniRef50_A0A0G9GJB4
contig_73	cds	7623	8078	-	LDJNFA_08095		50S ribosomal protein L9	SO:0001217, UniRef:UniRef50_P37437
contig_73	cds	8091	10112	-	LDJNFA_08100		Cyclic-di-AMP phosphodiesterase	SO:0001217, UniRef:UniRef50_Q74M24
contig_73	cds	10249	10488	-	LDJNFA_08105		30S ribosomal protein S18	SO:0001217, UniRef:UniRef50_B5ZC59
contig_73	cds	10519	11019	-	LDJNFA_08110		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A0R2GYZ3
contig_73	cds	11058	11354	-	LDJNFA_08115		30S ribosomal protein S6	SO:0001217, UniRef:UniRef50_Q5FN09
contig_73	cds	11566	14031	-	LDJNFA_08120		DNA gyrase subunit A	SO:0001217, UniRef:UniRef50_P47719
contig_73	cds	14044	16008	-	LDJNFA_08125		DNA gyrase subunit B	SO:0001217, UniRef:UniRef50_W1Q4G2
contig_73	cds	16009	17136	-	LDJNFA_08130	recF	DNA replication and repair protein RecF	SO:0001217, UniRef:UniRef50_A8YW44
contig_73	cds	17136	17357	-	LDJNFA_08135		RNA-binding protein	SO:0001217, UniRef:UniRef50_A0A2U3D6A4
contig_73	cds	17594	18724	-	LDJNFA_08140		Beta sliding clamp	SO:0001217, UniRef:UniRef50_Q1GC42
contig_73	cds	18886	20250	-	LDJNFA_08145	dnaA	Chromosomal replication initiator protein DnaA	SO:0001217, UniRef:UniRef50_Q890K8
contig_73	cds	20721	20861	+	LDJNFA_08150		50S ribosomal protein L34	SO:0001217, UniRef:UniRef50_C3MF51
contig_73	cds	20914	21303	+	LDJNFA_08155		Ribonuclease P protein component	SO:0001217, UniRef:UniRef50_I7K0E0
contig_73	cds	21284	22153	+	LDJNFA_08160	yidC	Membrane protein insertase YidC	SO:0001217, UniRef:UniRef50_Q03D58
contig_73	cds	22266	23651	+	LDJNFA_08165	mnmE	tRNA modification GTPase MnmE	SO:0001217, UniRef:UniRef50_Q49UI4
contig_73	cds	23678	25567	+	LDJNFA_08170	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	SO:0001217, UniRef:UniRef50_Q040F4
contig_73	cds	25893	27707	+	LDJNFA_08175		Acetolactate synthase	SO:0001217, UniRef:UniRef50_A1BNC9
contig_73	cds	27820	29205	+	LDJNFA_08180		6-phosphogluconate dehydrogenase, decarboxylating	SO:0001217, UniRef:UniRef50_A0A137PMI7
contig_73	cds	29302	30861	+	LDJNFA_08185		RCK C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_Q74H98
contig_73	cds	31068	31457	+	LDJNFA_08190		hypothetical protein	
contig_73	cds	31806	32186	+	LDJNFA_08195		hypothetical protein	
contig_73	cds	32244	32882	-	LDJNFA_08200		hypothetical protein	
contig_73	cds	32938	34173	+	LDJNFA_08205		Transporter, major facilitator family protein	SO:0001217, UniRef:UniRef50_I7JXL5
contig_73	cds	34242	36161	-	LDJNFA_08210		Lead, cadmium, zinc and mercury transporting ATPase	SO:0001217, UniRef:UniRef50_A0A0C1PTN6
contig_73	cds	36148	36432	-	LDJNFA_08215		hypothetical protein	PFAM:PF13473.9
contig_73	cds	36432	36809	-	LDJNFA_08220		hypothetical protein	PFAM:PF13473.9
contig_73	cds	36811	37248	-	LDJNFA_08225		hypothetical protein	
contig_73	cds	37497	38306	-	LDJNFA_08230		hypothetical protein	PFAM:PF01381.25
contig_73	cds	38501	39706	+	LDJNFA_08235		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A829ZKH8
contig_73	cds	39808	41112	-	LDJNFA_08240	pbuG	Guanine/hypoxanthine permease PbuG	SO:0001217, UniRef:UniRef50_O34987
contig_73	cds	41293	42603	-	LDJNFA_08245	pbuG	Guanine/hypoxanthine permease PbuG	SO:0001217, UniRef:UniRef50_O34987
contig_73	cds	42779	44086	-	LDJNFA_08250	pbuG	Guanine/hypoxanthine permease PbuG	SO:0001217, UniRef:UniRef50_O34987
contig_73	cds	44302	45165	+	LDJNFA_08255		Sugar transporter	SO:0001217, UniRef:UniRef50_N2ARE3
contig_73	cds	45349	45684	+	LDJNFA_08260		hypothetical protein	
contig_73	cds	45681	46286	+	LDJNFA_08265		hypothetical protein	
contig_73	cds	46392	47567	-	LDJNFA_08270		hypothetical protein	
